name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Guiyang,2015-10-23,24.0,14.0,18.7,24.0,14.0,18.7,14.4,76.8,0.0,0,0.0,,0.0,0.0,41.8,21.6,187.3,1016.1,56.0,8.1,136.0,11.7,7,,2015-10-23T06:56:50,2015-10-23T18:18:32,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-24,25.0,16.0,19.8,25.0,16.0,19.8,15.3,76.2,0.0,0,0.0,,0.0,0.0,52.9,25.2,182.7,1016.0,67.2,9.0,132.0,11.5,4,,2015-10-24T06:57:25,2015-10-24T18:17:40,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-25,26.0,17.0,20.2,26.0,17.0,20.2,15.0,72.9,0.0,0,0.0,,0.0,0.0,51.5,28.8,185.4,1017.1,60.6,10.1,162.2,13.9,7,,2015-10-25T06:58:01,2015-10-25T18:16:48,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-26,26.0,14.0,19.8,26.0,14.0,19.8,15.2,76.4,0.0,0,0.0,,0.0,0.0,41.8,21.6,190.4,1017.2,61.6,9.5,140.6,12.2,5,,2015-10-26T06:58:38,2015-10-26T18:15:58,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-27,23.0,15.0,18.4,23.0,15.0,18.4,16.2,88.3,7.1,100,12.5,rain,0.0,0.0,32.8,14.4,45.2,1017.7,75.7,7.6,62.6,5.4,3,,2015-10-27T06:59:14,2015-10-27T18:15:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-10-28,26.0,13.0,19.3,26.0,13.0,19.3,15.4,80.9,0.0,0,0.0,,0.0,0.0,46.8,28.8,185.0,1015.3,63.2,7.7,109.6,9.4,5,,2015-10-28T06:59:52,2015-10-28T18:14:21,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-29,22.0,13.5,17.1,22.0,13.5,17.1,13.5,80.5,0.0,0,0.0,,0.0,0.0,33.5,18.1,32.7,1018.8,85.6,8.9,70.6,6.2,3,,2015-10-29T07:00:29,2015-10-29T18:13:34,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-10-30,16.0,8.9,13.0,16.0,6.4,12.8,11.4,90.4,2.8,100,8.33,rain,0.0,0.0,28.8,18.0,39.9,1023.6,99.3,9.8,38.7,3.2,2,,2015-10-30T07:01:07,2015-10-30T18:12:48,0.59,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-10-31,10.0,8.0,9.3,10.0,5.5,8.1,7.9,91.2,3.2,100,4.17,rain,0.0,0.0,26.6,14.4,33.1,1028.4,100.0,5.7,19.2,1.6,1,,2015-10-31T07:01:46,2015-10-31T18:12:03,0.62,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-01,14.0,8.6,10.5,14.0,7.6,10.3,9.1,91.4,2.0,100,4.17,rain,0.0,0.0,23.4,7.3,40.5,1028.9,86.4,5.9,72.8,6.3,4,,2015-11-01T07:02:25,2015-11-01T18:11:20,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-02,17.0,8.0,12.2,17.0,8.0,12.2,8.8,81.9,0.0,0,0.0,,0.0,0.0,28.8,10.8,151.0,1023.7,55.0,7.2,89.9,7.9,4,,2015-11-02T07:03:05,2015-11-02T18:10:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-03,16.0,12.0,13.8,16.0,12.0,13.8,10.4,79.9,0.0,0,0.0,,0.0,0.0,45.4,18.0,187.8,1019.7,99.8,11.0,101.0,8.9,4,,2015-11-03T07:03:44,2015-11-03T18:09:56,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-04,20.0,13.4,15.9,20.0,13.4,15.9,13.5,86.0,0.3,100,8.33,rain,0.0,0.0,43.9,18.0,184.1,1018.4,97.5,9.7,73.6,6.4,3,,2015-11-04T07:04:25,2015-11-04T18:09:16,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2015-11-05,24.0,15.0,18.9,24.0,15.0,18.9,14.9,78.5,0.1,100,4.17,rain,0.0,0.0,66.2,43.2,190.5,1014.2,71.6,10.5,127.8,11.0,5,,2015-11-05T07:05:06,2015-11-05T18:08:37,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-06,27.0,16.9,21.2,27.5,16.9,21.2,14.8,68.9,0.0,0,0.0,,0.0,0.0,69.5,36.0,195.9,1011.5,41.6,11.7,157.8,13.7,6,,2015-11-06T07:05:47,2015-11-06T18:07:59,0.82,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-07,28.0,17.0,21.3,27.8,17.0,21.3,15.2,70.7,0.0,0,0.0,,0.0,0.0,50.4,28.8,193.8,1014.3,41.6,12.0,153.9,13.4,7,,2015-11-07T07:06:28,2015-11-07T18:07:23,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-08,24.0,14.6,18.6,24.0,14.6,18.6,14.7,79.9,0.0,0,0.0,,0.0,0.0,36.4,12.7,33.1,1018.5,71.4,8.8,53.4,4.5,2,,2015-11-08T07:07:10,2015-11-08T18:06:48,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-09,18.0,10.6,14.1,18.0,10.6,14.1,11.5,84.9,0.0,0,0.0,,0.0,0.0,29.5,14.4,48.0,1020.6,95.3,7.6,74.9,6.4,4,,2015-11-09T07:07:53,2015-11-09T18:06:15,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-10,16.0,10.8,13.1,16.0,10.8,13.1,11.8,91.7,0.0,0,0.0,,0.0,0.0,24.8,14.4,28.0,1018.2,100.0,6.5,34.2,3.0,1,,2015-11-10T07:08:35,2015-11-10T18:05:42,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-11,12.0,9.5,10.2,12.0,7.4,9.8,10.0,99.1,2.1,100,16.67,rain,0.0,0.0,40.3,18.0,18.7,1019.6,100.0,5.2,21.5,1.7,1,,2015-11-11T07:09:19,2015-11-11T18:05:12,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-11-12,10.0,7.7,8.7,10.0,5.5,7.3,8.4,97.8,14.8,100,16.67,rain,0.0,0.0,41.0,14.4,21.9,1021.8,99.1,8.5,25.8,2.3,1,,2015-11-12T07:10:02,2015-11-12T18:04:42,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-11-13,13.0,7.7,9.9,13.0,6.1,9.4,9.1,94.5,0.0,0,0.0,,0.0,0.0,19.4,10.9,38.0,1020.3,100.0,6.5,59.8,5.0,3,,2015-11-13T07:10:46,2015-11-13T18:04:14,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-14,19.0,10.6,14.0,19.0,10.6,14.0,11.5,85.7,0.1,100,4.17,rain,0.0,0.0,50.4,32.4,189.2,1014.0,95.0,9.0,69.6,6.0,3,,2015-11-14T07:11:30,2015-11-14T18:03:48,0.09,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-15,20.0,13.0,15.8,20.0,13.0,15.8,12.7,82.3,0.0,0,0.0,,0.0,0.0,38.2,18.0,254.8,1013.4,75.2,11.1,81.9,6.9,3,,2015-11-15T07:12:14,2015-11-15T18:03:22,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-16,17.0,12.5,14.2,17.0,12.5,14.2,13.5,95.7,8.2,100,12.5,rain,0.0,0.0,31.3,21.6,18.3,1012.5,95.1,6.2,37.0,3.2,2,,2015-11-16T07:12:59,2015-11-16T18:02:59,0.16,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-17,18.0,11.6,13.6,18.0,11.6,13.6,12.4,92.5,0.0,0,0.0,,0.0,0.0,25.9,18.0,26.2,1013.4,95.8,7.9,54.9,4.6,2,,2015-11-17T07:13:43,2015-11-17T18:02:37,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-18,15.0,11.3,12.7,15.0,11.3,12.7,11.6,93.2,0.0,0,0.0,,0.0,0.0,23.0,14.4,35.6,1019.0,92.3,7.6,41.3,3.5,2,,2015-11-18T07:14:28,2015-11-18T18:02:16,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-11-19,23.0,12.0,15.5,23.0,12.0,15.5,13.9,91.2,0.0,0,0.0,,0.0,0.0,29.5,18.0,44.8,1018.0,81.6,6.5,46.8,4.0,2,,2015-11-19T07:15:13,2015-11-19T18:01:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-20,19.0,11.0,14.7,19.0,11.0,14.7,12.5,87.8,0.8,100,8.33,rain,0.0,0.0,25.2,14.4,32.5,1019.4,91.3,8.7,61.6,5.3,3,,2015-11-20T07:15:59,2015-11-20T18:01:39,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2015-11-21,22.0,13.5,17.2,22.0,13.5,17.2,13.8,81.5,0.0,0,0.0,,0.0,0.0,50.8,25.2,175.8,1017.8,77.9,10.7,104.2,9.0,5,,2015-11-21T07:16:44,2015-11-21T18:01:23,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-22,23.0,15.0,18.5,23.0,15.0,18.5,13.1,71.9,0.0,0,0.0,,0.0,0.0,42.5,25.2,198.5,1018.1,83.4,12.9,128.3,11.2,5,,2015-11-22T07:17:29,2015-11-22T18:01:08,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-23,24.0,14.0,18.5,24.0,14.0,18.5,13.9,76.0,0.0,0,0.0,,0.0,0.0,57.6,36.0,189.0,1016.8,73.5,11.5,113.0,9.6,5,,2015-11-23T07:18:15,2015-11-23T18:00:55,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-24,25.0,9.7,17.8,25.0,6.9,17.7,13.7,78.4,0.0,0,0.0,,0.0,0.0,43.9,21.7,131.9,1017.3,80.7,9.7,75.9,6.7,3,,2015-11-24T07:19:01,2015-11-24T18:00:44,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-25,10.0,4.0,6.5,10.0,0.6,4.4,3.7,83.0,0.4,100,4.17,rain,0.0,0.0,33.5,21.8,36.8,1027.2,93.5,10.3,52.8,4.6,2,,2015-11-25T07:19:46,2015-11-25T18:00:34,0.47,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-26,15.0,3.0,8.7,15.0,3.0,8.5,2.8,70.0,0.0,0,0.0,,0.0,0.0,23.4,14.4,111.6,1025.3,55.0,10.2,97.3,8.5,4,,2015-11-26T07:20:32,2015-11-26T18:00:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-11-27,10.0,7.0,8.3,10.0,5.7,7.5,5.0,80.2,0.5,100,12.5,rain,0.0,0.0,36.4,10.8,146.7,1021.7,100.0,9.2,67.6,5.8,3,,2015-11-27T07:21:17,2015-11-27T18:00:19,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-28,10.0,5.7,7.5,10.0,3.7,6.3,7.0,96.5,2.5,100,12.5,rain,0.0,0.0,19.4,10.8,31.4,1023.7,100.0,5.2,24.8,2.1,1,,2015-11-28T07:22:02,2015-11-28T18:00:13,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-29,17.0,6.0,10.4,17.0,5.4,10.1,7.3,83.6,0.6,100,4.17,rain,0.0,0.0,20.2,10.8,209.8,1025.2,65.3,7.4,142.1,12.4,6,,2015-11-29T07:22:47,2015-11-29T18:00:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-11-30,14.0,9.0,11.3,14.0,8.0,11.2,9.9,91.2,0.1,100,4.17,rain,0.0,0.0,29.5,9.0,176.6,1020.2,97.9,6.5,43.0,3.7,2,,2015-11-30T07:23:32,2015-11-30T18:00:08,0.64,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-01,13.0,9.6,11.6,13.0,8.0,11.5,11.5,99.1,4.5,100,16.67,rain,0.0,0.0,30.6,18.0,37.1,1016.9,100.0,4.9,20.8,1.8,1,,2015-12-01T07:24:17,2015-12-01T18:00:07,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-12-02,10.0,6.6,8.5,10.0,4.4,6.9,6.0,85.4,4.0,100,12.5,rain,0.0,0.0,32.0,20.0,30.4,1023.7,87.1,8.3,16.4,1.4,1,,2015-12-02T07:25:01,2015-12-02T18:00:08,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-12-03,11.0,5.8,7.7,11.0,3.7,7.1,2.6,70.5,0.0,0,0.0,,0.0,0.0,21.6,10.9,30.8,1024.2,94.9,10.6,50.7,4.4,2,,2015-12-03T07:25:46,2015-12-03T18:00:11,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-12-04,6.0,3.6,4.8,5.0,1.3,2.5,4.2,95.9,12.0,100,20.83,rain,0.0,0.0,23.4,18.0,26.5,1025.1,100.0,9.2,14.7,1.3,1,,2015-12-04T07:26:29,2015-12-04T18:00:15,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-12-05,8.0,3.0,5.4,7.0,1.0,4.0,4.3,93.1,18.7,100,8.33,rain,0.0,0.0,28.1,14.4,24.0,1024.4,100.0,7.6,49.4,4.3,3,,2015-12-05T07:27:13,2015-12-05T18:00:21,0.8,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-06,11.0,5.4,7.7,11.0,3.3,6.9,4.4,80.8,1.7,100,4.17,rain,0.0,0.0,20.5,10.9,34.7,1026.9,96.1,9.8,133.3,11.4,6,,2015-12-06T07:27:56,2015-12-06T18:00:28,0.83,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-07,14.0,4.0,8.6,14.0,3.0,8.1,4.9,78.9,0.0,0,0.0,,0.0,0.0,21.2,14.4,20.8,1025.3,80.2,10.0,162.9,13.9,6,,2015-12-07T07:28:38,2015-12-07T18:00:37,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2015-12-08,9.0,4.6,6.8,9.0,2.1,6.1,4.9,87.5,0.0,0,0.0,,0.0,0.0,27.4,10.9,115.6,1023.4,99.1,6.2,95.5,8.3,5,,2015-12-08T07:29:20,2015-12-08T18:00:47,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-12-09,11.0,5.8,8.2,11.0,4.5,7.7,6.8,91.3,0.2,100,4.17,rain,0.0,0.0,50.0,7.2,52.3,1019.9,100.0,4.7,45.4,3.7,2,,2015-12-09T07:30:02,2015-12-09T18:00:59,0.93,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-10,14.0,7.5,10.3,14.0,5.6,9.9,7.1,82.0,0.0,0,0.0,,0.0,0.0,25.9,10.8,98.2,1018.7,97.7,7.0,75.0,6.4,4,,2015-12-10T07:30:42,2015-12-10T18:01:12,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"ZUGY,57816099999"
Guiyang,2015-12-11,10.0,5.6,7.8,10.0,4.1,7.0,6.7,92.8,0.9,100,12.5,rain,0.0,0.0,27.4,9.1,101.6,1016.0,100.0,8.1,15.6,1.3,1,,2015-12-11T07:31:23,2015-12-11T18:01:27,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-12,6.0,4.5,5.3,6.0,1.6,3.3,5.3,99.7,1.3,100,16.67,rain,0.0,0.0,31.7,14.4,26.7,1014.9,100.0,4.2,24.2,1.9,1,,2015-12-12T07:32:02,2015-12-12T18:01:43,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2015-12-13,8.0,3.9,6.0,6.9,1.3,4.0,4.6,91.4,0.4,100,8.33,rain,0.0,0.0,29.2,14.4,36.4,1020.4,100.0,8.1,24.7,2.1,1,,2015-12-13T07:32:41,2015-12-13T18:02:01,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2015-12-14,8.0,3.9,6.1,6.9,1.9,4.5,4.2,88.4,0.3,100,4.17,rain,0.0,0.0,27.7,10.9,32.9,1022.2,100.0,9.7,20.3,1.7,1,,2015-12-14T07:33:19,2015-12-14T18:02:20,0.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2015-12-15,4.0,2.3,3.3,2.2,-1.8,0.0,1.2,86.4,1.0,100,4.17,rain,0.2,0.3,36.7,18.0,7.2,1027.3,100.0,11.6,40.9,3.4,2,,2015-12-15T07:33:56,2015-12-15T18:02:40,0.13,"Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"ZUGY,57816099999"
Guiyang,2015-12-16,3.0,1.0,2.2,3.0,-2.6,-0.7,-0.8,80.5,0.1,100,4.17,"rain,snow",0.0,0.5,41.8,18.0,6.1,1031.4,92.0,10.9,78.9,6.8,4,,2015-12-16T07:34:32,2015-12-16T18:03:02,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"ZUGY,57816099999"
